,Unnamed: 0,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
11259,11519,90000,2,2,1,40,2,2,0,0,0,0,96249,91839,90758,90537,90263,90268,0,3273,3267,3212,3440,6898,1
11260,11520,170000,2,3,1,40,0,0,0,0,0,0,69602,61493,58298,60343,61176,62092,2128,2729,4000,2169,2241,2258,0
11261,11521,50000,2,3,2,49,0,0,0,0,0,0,101590,50696,49894,49453,29824,29319,1800,1991,1670,1036,1050,1118,0
11262,11522,10000,2,2,1,41,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
11263,11523,120000,2,2,2,36,0,0,0,0,0,2,3225,4592,5975,5409,5940,1770,3232,4615,4170,1770,0,7978,0
11264,11524,110000,2,2,1,38,0,0,0,0,0,0,105433,107065,103690,105447,97096,77197,4008,3920,4031,4000,3000,2810,0
11265,11525,50000,2,2,1,36,2,2,4,3,2,2,44897,50039,48981,47897,48811,48058,6200,0,0,2000,160,3525,1
11266,11526,110000,2,2,2,34,0,0,2,0,0,0,10827,11657,8428,9440,11863,10620,2500,0,1200,4000,500,500,0
11267,11527,50000,2,2,1,37,1,2,0,0,0,0,51377,50253,50047,43142,10677,10105,0,2424,2355,363,361,393,0
11268,11528,360000,2,1,2,31,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
11269,11529,20000,2,2,1,38,3,4,3,2,2,2,18666,18087,17517,16930,18043,17156,0,0,0,1381,0,1600,1
11270,11530,180000,2,1,1,42,0,0,0,0,0,0,79216,80905,82708,84433,86134,88251,3000,3100,3100,3100,3500,8400,1
11271,11531,100000,2,2,1,37,0,0,0,0,0,0,100253,101587,100095,98569,99534,100013,4500,4500,5000,4000,3500,3627,0
11272,11532,20000,2,3,1,37,1,2,0,0,2,0,15829,15283,16429,19764,19140,6420,0,1700,4000,0,1000,0,1
11273,11533,80000,2,1,2,29,2,2,0,0,2,0,25248,24549,26823,29157,28389,29036,0,3000,2780,0,1100,1500,1
11274,11534,60000,2,3,1,47,2,3,2,2,2,2,20347,19727,20909,21168,21520,21805,0,1800,900,1000,774,0,1
11275,11535,20000,2,3,1,43,2,0,0,0,0,0,18310,18739,19411,20209,19880,4341,1300,1500,1257,456,149,191,1
11276,11536,100000,2,3,1,41,1,2,0,0,0,0,77208,75377,77044,78333,78130,77761,0,3475,3263,2805,2888,2680,0
11277,11537,130000,2,3,2,36,0,0,0,0,0,0,127544,126771,124824,123174,100585,97687,5963,6316,4845,3471,3673,3590,0
11278,11538,50000,2,3,2,29,0,0,0,0,0,0,47815,49216,51082,46983,19839,16389,2500,3009,4012,3000,2000,3000,0
11279,11539,60000,2,2,1,33,0,0,0,0,0,0,50696,54841,56444,53183,55288,55782,5000,2500,2000,3000,2700,2500,0
11280,11540,70000,2,3,1,34,0,0,0,0,0,0,43071,47338,51424,45121,5515,10424,5000,5000,5000,5000,5000,5000,0
11281,11541,20000,2,3,2,33,0,0,0,0,0,0,20023,20239,19164,19393,19725,20054,1300,1400,1300,1000,1000,1000,0
11282,11542,50000,2,3,2,33,1,2,2,2,0,0,25922,25154,16820,15860,16179,16915,55,4500,800,582,1000,634,0
11283,11543,130000,2,2,1,34,0,0,0,0,0,0,99891,101032,104705,105478,107725,109994,3700,5300,4000,4000,4000,6100,0
11284,11544,230000,2,2,2,30,0,0,0,0,0,0,62988,63056,63741,64096,64473,64927,2847,2303,2284,2280,2345,2333,0
11285,11545,160000,2,3,2,32,0,0,0,0,0,0,56099,41085,35673,28880,27678,25518,3000,3030,2000,5000,4000,3018,0
11286,11546,20000,2,3,1,32,0,0,2,0,0,0,17930,20305,19308,20296,20302,20189,3000,0,1318,714,981,400,0
11287,11547,150000,2,1,2,33,0,0,0,0,0,0,1911,3079,4057,1920,1920,0,1189,1167,1000,0,0,0,1
11288,11548,400000,2,1,1,33,-2,-2,-2,-2,-2,-2,-4,1054,1420,-20,-20,-20,1058,1427,0,0,0,0,0
11289,11549,70000,2,2,1,34,0,0,0,0,0,0,66946,67741,68790,68523,29163,29247,3007,3248,2661,1135,1160,1169,0
11290,11550,50000,2,2,1,34,2,2,2,2,2,2,43664,44654,45650,46320,45290,48322,2000,2000,1700,0,3760,1700,0
11291,11551,20000,2,2,1,46,0,0,0,0,0,0,19113,20068,17481,15572,15902,35565,1292,1323,1111,441,2158,2400,0
11292,11552,20000,2,3,2,39,0,0,0,2,2,3,8720,12241,16020,16457,20906,20289,4000,4000,1000,4750,0,600,1
11293,11553,130000,2,3,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
11294,11554,80000,2,1,1,41,0,0,0,0,0,0,73863,74970,75285,73654,75642,80984,3300,3300,3000,3500,9050,0,0
11295,11555,360000,2,1,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
11296,11556,120000,2,3,0,47,-1,0,0,-2,-2,-2,1576,3009,0,0,430,1520,1500,0,0,430,1520,730,0
11297,11557,50000,2,2,2,44,0,0,0,0,-1,0,27200,10605,10355,9853,2917,1473,1172,1202,1000,2917,29,390,0
11298,11558,50000,2,2,2,46,0,0,0,0,0,0,25119,26258,27199,18810,18487,18874,1559,1500,1400,1000,684,716,1
11299,11559,50000,2,2,1,44,0,0,0,0,-2,-2,13226,14470,15000,0,0,0,1470,1000,0,0,0,0,0
11300,11560,30000,2,3,1,31,2,3,2,2,2,0,30057,29280,30206,30496,29731,29047,0,1700,1100,3,1053,1303,0
11301,11561,80000,2,3,2,33,0,0,0,0,0,0,107044,103077,98328,93376,87491,80156,5000,5000,5000,2000,8500,3000,0
11302,11562,150000,2,2,2,34,0,0,0,0,0,0,18631,18831,15729,11907,14103,14413,3000,3000,1353,5000,3000,5000,0
11303,11563,260000,2,2,1,36,0,0,0,0,0,0,59127,60344,61641,60715,57116,58318,2200,2300,2200,2060,2119,2293,0
11304,11564,110000,2,3,1,39,0,0,0,0,0,0,107441,106808,75540,75724,74785,76079,4023,2805,3406,2670,2751,2772,0
11305,11565,50000,2,1,1,41,0,0,0,0,0,0,47739,47481,47066,44367,27496,27677,2000,1817,2000,1500,1001,1010,0
11306,11566,20000,2,2,1,37,2,0,0,2,0,0,16429,17450,20358,19722,19616,19228,1300,3200,0,830,750,1000,1
11307,11567,120000,2,2,1,45,-1,-1,-1,-1,-1,-1,380,3175,380,380,2402,696,3175,380,380,2402,696,1093,0
11308,11568,20000,2,2,2,40,-1,-1,-1,-1,-1,-2,295,748,-2,221,0,0,748,0,223,0,0,2016,0
11309,11569,360000,2,2,2,36,-2,-2,-2,-1,-1,-2,-149,-149,-4,585,139,0,0,145,744,139,0,0,1
11310,11570,100000,2,1,1,42,2,2,0,0,0,0,99184,99340,64054,59014,55249,47645,3000,3039,3315,3000,3000,3000,1
11311,11571,200000,2,3,2,49,1,-2,-1,-1,-1,-2,0,0,3614,714,0,0,0,3614,721,0,0,6728,1
11312,11572,60000,2,3,1,48,-1,-1,-1,-1,-1,-1,4823,5471,8422,4377,3910,2431,5491,9683,4377,3918,2431,2120,1
11313,11573,80000,2,2,1,29,0,0,0,0,0,0,19578,18231,17950,14699,12466,11445,1620,1600,1419,1000,1000,1000,0
11314,11574,40000,2,3,1,30,1,2,0,0,0,0,40672,39724,39475,39078,38339,38665,9,2143,1606,1500,1410,1507,0
11315,11575,50000,2,1,1,30,1,2,0,0,0,0,49061,46783,42977,36737,19865,16499,1406,2000,1317,700,599,604,1
11316,11576,50000,2,3,2,39,2,2,0,0,2,0,20039,19369,16586,18696,18100,18475,0,1280,2390,0,816,688,1
11317,11577,120000,2,2,2,25,2,3,3,3,4,4,94635,97592,100536,103478,104886,107220,5400,5400,5500,4600,4600,5200,0
11318,11578,30000,2,2,2,29,0,0,2,0,0,-2,22501,20210,8762,6200,0,0,2429,5,1062,0,0,0,0
11319,11579,390000,2,2,2,31,0,0,2,0,0,0,103061,106464,88653,82226,71559,72492,7600,20,3510,3349,3000,6000,0
11320,11580,150000,2,2,2,32,6,5,4,3,2,2,81341,79529,77757,75841,73678,77273,0,0,0,0,4874,1000,0
11321,11581,30000,2,3,1,32,0,0,0,0,0,0,30096,30287,28823,26799,25457,26143,1494,1445,1506,912,1097,1000,0
11322,11582,90000,2,2,3,36,0,0,0,0,0,0,91337,91458,91049,70101,28942,27508,4000,3137,5094,1106,1001,1201,0
11323,11583,30000,2,1,2,38,-2,-2,-2,-2,-2,-2,1232,764,1909,544,390,954,764,1920,544,390,954,1913,0
11324,11584,30000,2,3,1,48,0,0,0,0,0,2,14834,15844,18883,17901,19241,18794,1261,3300,1301,1641,0,860,1
11325,11585,50000,2,2,1,29,0,0,0,0,0,0,20103,21466,23122,24654,26365,25844,2000,2000,2000,2000,2000,2000,0
11326,11586,310000,2,2,1,29,0,0,0,0,0,0,26597,27141,25567,21794,20911,14023,1732,1408,1209,622,600,748,0
11327,11587,300000,2,2,1,36,-1,0,0,0,0,0,6447,14383,15576,16524,17096,12144,10000,2000,1500,1000,1000,1000,0
11328,11588,30000,2,1,1,30,0,0,-1,2,-1,-1,3836,4380,1169,779,566,1361,1016,1169,0,567,1365,1834,0
11329,11589,30000,2,3,2,31,0,0,0,2,2,0,26667,27675,30611,30647,28245,24357,1455,3391,949,0,745,584,0
11330,11590,130000,2,3,1,32,0,0,0,0,0,0,126741,126889,125733,118394,96230,98583,6100,6103,4823,4000,4000,4000,0
11331,11591,170000,2,2,2,31,0,0,0,-1,-1,-2,20625,21386,0,522,0,0,1700,0,522,0,0,0,0
11332,11592,130000,2,2,1,34,0,0,0,0,-2,-2,41379,24462,15720,0,0,0,3057,1047,0,0,0,0,0
11333,11593,420000,2,2,1,35,0,0,0,0,0,0,67877,68979,57706,55628,54797,52759,3527,3000,4000,2500,2000,2100,0
11334,11594,180000,2,2,1,39,0,0,0,0,0,0,130374,129889,114559,113759,94665,97134,5812,6000,6100,4000,4000,4000,0
11335,11595,240000,2,2,2,40,0,0,0,0,0,0,127919,93266,95837,49459,47631,37750,4000,4840,4000,1500,2000,2000,0
11336,11596,100000,2,2,1,44,1,2,0,0,3,2,76725,74901,76094,84457,82525,81086,0,3000,9657,0,0,3200,1
11337,11597,130000,2,3,2,45,0,0,0,0,0,0,38222,37939,37705,37391,38137,37647,1612,1639,1586,1332,1352,1382,0
11338,11598,20000,2,2,1,43,1,2,3,2,2,2,11501,12998,13492,12978,13962,13595,2000,1000,0,1200,0,3000,1
11339,11599,50000,2,2,2,46,0,0,0,0,0,0,46746,44808,44899,46346,47273,48357,2100,2100,2500,2000,2000,3000,0
11340,11600,70000,2,2,1,38,0,0,0,0,0,0,19500,19884,20567,21526,21499,21556,1400,1400,1700,1000,781,815,0
11341,11601,30000,2,3,1,41,-1,-1,-1,-1,-1,-1,1688,0,850,2158,0,1935,0,850,2158,0,1935,0,0
11342,11602,50000,2,3,1,48,0,0,0,0,0,0,41842,42422,43050,43650,45217,46044,1984,2019,2026,3000,2000,1500,1
11343,11603,120000,2,2,1,42,2,2,3,2,2,3,25809,29366,28615,29347,30868,30099,4300,0,1500,2300,0,0,1
11344,11604,150000,2,2,2,36,1,2,0,0,2,0,93658,84029,77836,75277,66249,60021,0,3000,6000,0,2066,1837,1
11345,11605,100000,2,2,1,42,1,2,2,-2,-2,-2,3256,3020,0,0,0,0,0,0,0,0,0,0,0
11346,11606,50000,2,2,2,38,0,0,0,0,2,2,7980,10513,9922,8633,8385,7862,3000,1200,1800,0,1600,0,0
11347,11607,50000,2,2,1,36,3,2,2,2,3,2,47222,48142,48082,51969,50865,49611,2000,1000,5000,0,0,2500,1
11348,11608,50000,2,1,1,43,0,0,0,0,0,2,49819,49390,50612,29975,30559,29433,2227,2449,1778,2382,0,1251,1
11349,11609,30000,2,2,1,35,1,-1,0,0,2,0,0,741,1775,3040,2843,3052,741,1034,1299,0,255,106,0
11350,11610,140000,2,2,2,27,0,0,0,2,2,2,119692,91710,91744,70832,70768,71755,5000,8000,0,8000,3000,0,0
11351,11611,50000,2,2,2,48,0,0,0,0,0,0,55329,51870,53164,46575,26609,27178,1902,2176,2064,1098,2134,1139,0
11352,11612,110000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,766,0
11353,11613,50000,2,3,1,46,2,2,2,2,0,0,46677,48101,49060,47086,9306,8962,2500,2400,4,503,1109,703,1
11354,11614,70000,2,2,1,42,0,0,0,0,0,0,24133,24741,25074,25978,26341,26093,1702,1424,1717,1080,1094,969,0
11355,11615,210000,2,1,1,38,1,-2,-1,-1,-1,-1,0,0,517,-1,932,1066,0,517,0,933,1066,462,0
11356,11616,30000,2,3,1,28,0,0,0,2,2,0,12430,13419,15897,16340,15780,16127,1200,2700,1000,0,600,1400,0
11357,11617,220000,2,2,1,41,0,0,0,0,0,0,143660,126532,90013,91191,86139,83743,5005,4500,4006,3000,3000,3000,0
11358,11618,180000,2,1,2,33,2,-1,-1,-1,-1,-1,416,416,416,416,150,982,416,416,416,150,982,416,1
11359,11619,20000,2,2,2,48,1,3,2,2,2,2,17100,16537,16283,17708,18121,17692,0,300,2000,1000,0,792,1
11360,11620,140000,2,2,1,40,0,0,0,0,0,0,102502,101164,99579,99004,88485,85218,5000,5000,5000,3000,3000,4000,0
11361,11621,130000,2,2,2,44,2,0,0,2,2,2,72181,73086,78411,79725,81311,83048,2700,6500,3200,3500,3200,3300,1
11362,11622,360000,2,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11363,11623,240000,2,2,1,43,0,0,0,0,0,0,50120,48502,49001,47026,45827,39527,1781,2200,1923,1682,2000,2000,0
11364,11624,100000,2,3,1,46,2,2,2,2,2,2,43677,42674,45983,46927,47759,46865,0,4000,2000,1900,0,2000,1
11365,11625,200000,2,1,1,37,-2,-2,-2,-2,-2,-2,1324,0,0,0,0,0,0,0,0,0,0,0,0
11366,11626,80000,2,2,1,29,2,2,2,2,2,2,72674,74192,72464,76613,77908,76034,3300,0,6000,3100,0,4200,0
11367,11627,210000,2,1,2,32,-2,-2,-2,-2,-2,-2,19959,1592,-2,560,6190,243,1603,0,562,6196,243,4061,0
11368,11628,180000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11369,11629,60000,2,2,2,36,0,0,0,0,0,0,57724,56597,50766,47022,31606,30820,2000,5015,2000,3000,1300,1500,0
11370,11630,200000,2,1,1,49,-1,-1,-1,-1,-1,-1,950,950,950,950,0,1900,950,950,950,0,1900,950,0
11371,11631,50000,2,2,2,48,-1,-1,0,0,0,0,879,8061,8290,7838,7998,8161,8061,1398,1000,160,163,9217,0
11372,11632,70000,2,2,1,41,0,0,0,2,0,0,68953,68908,68799,65250,53934,54149,3000,3810,2010,2054,2000,1872,0
11373,11633,140000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11374,11634,350000,2,3,1,36,0,0,0,0,0,0,42548,41593,40375,37959,36416,34875,2000,2000,2000,1200,1200,1500,0
11375,11635,150000,2,1,2,30,0,-1,0,0,-2,-2,7674,432,2232,0,0,0,432,2000,0,0,0,5757,0
11376,11636,50000,2,2,1,39,0,0,0,0,0,0,32802,31002,32115,31824,32498,21757,1497,2000,1000,1064,1059,290,0
11377,11637,50000,2,3,1,47,0,0,0,-2,-2,-2,38909,14512,0,0,0,0,1000,0,0,0,0,0,0
11378,11638,30000,2,2,2,36,0,0,0,0,0,0,11896,12990,14073,15131,15579,16175,1600,1600,1600,1000,1000,1000,0
11379,11639,20000,2,3,1,38,0,0,0,0,0,0,15894,15354,14786,16457,15423,14837,1225,1329,2000,2000,700,1500,0
11380,11640,50000,2,2,2,33,0,0,0,0,0,0,26740,12498,16264,17918,16072,17041,2000,4000,2000,1000,2000,2396,0
11381,11641,30000,2,2,2,47,2,2,2,2,2,2,15089,16039,17080,17302,17521,17893,1500,1600,800,800,800,800,1
11382,11642,230000,2,0,2,47,-1,-1,-1,2,-1,-1,8394,5743,1336,255,5425,4838,5743,1598,0,5425,4838,3840,0
11383,11643,30000,2,2,2,49,0,0,0,0,2,2,15013,15856,18083,20275,20445,20971,1400,2500,2500,800,1000,800,0
11384,11644,40000,2,2,1,38,-1,0,0,0,0,0,19537,20416,21151,21884,26213,30480,1500,1356,1380,5000,5000,1128,0
11385,11645,250000,2,2,1,31,0,0,0,0,0,0,142905,113367,93844,74441,74553,64640,4000,4100,3010,2205,2045,2200,0
11386,11646,200000,2,2,1,46,1,2,2,0,0,2,30783,33017,30413,32582,34727,36036,3058,0,3000,3000,2002,0,0
11387,11647,190000,2,2,1,31,1,-1,-1,2,-1,-1,-92,465,3022,1397,1554,1561,2000,4000,0,1600,1600,1700,0
11388,11648,20000,2,3,1,36,0,0,2,0,0,0,14822,17216,17541,18300,19100,2200,3641,900,1200,1000,100,0,1
11389,11649,60000,2,2,1,38,0,0,0,0,0,0,58890,59620,60039,58887,29050,26055,2620,2906,2588,1055,2058,1339,0
11390,11650,30000,2,2,2,39,0,0,0,2,0,0,28144,27470,30698,28981,27673,27826,2000,4000,0,1000,1000,0,0
11391,11651,130000,2,2,1,33,0,0,0,0,0,0,84963,83958,84906,85690,85892,87996,2980,4012,3885,3158,4704,3218,0
11392,11652,360000,2,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11393,11653,20000,2,1,2,31,3,2,2,2,2,0,6186,5941,8541,8560,8274,9135,0,2869,305,0,1000,1000,1
11394,11654,100000,2,2,2,35,-1,-1,-1,-1,-1,0,1046,2700,2187,678,2040,944,2702,2187,678,2040,0,0,0
11395,11655,210000,2,2,2,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11396,11656,50000,2,3,1,32,-1,-1,-1,-1,-1,-1,1442,1444,1447,1261,1261,1261,1444,1447,1261,1261,1261,91,0
11397,11657,50000,2,1,2,39,0,0,0,0,0,0,47381,48697,48322,45353,19426,19857,2116,2320,1300,1000,700,600,0
11398,11658,200000,2,2,2,30,-2,-2,-2,-2,-2,-2,4690,2026,4900,1508,2451,2966,2028,4942,1508,2467,2972,6317,0
11399,11659,50000,2,1,1,30,0,0,0,0,0,0,46791,42675,34256,30723,19766,20449,1593,1855,1341,706,1000,5454,0
11400,11660,150000,2,1,1,31,0,0,0,0,0,0,138121,145763,134887,105822,86341,88072,10001,6712,5500,3400,3201,3403,0
11401,11661,30000,2,2,2,34,1,2,0,0,0,0,29678,28878,26758,27462,28014,29826,0,1751,1455,1007,2268,0,1
11402,11662,110000,2,2,1,39,0,0,0,0,0,0,132062,126641,120209,112912,85884,87764,5000,5000,3600,3200,4000,3000,0
11403,11663,30000,2,2,1,38,0,0,0,0,0,2,19707,21022,22080,22810,25772,26360,1650,1700,1400,3355,1146,0,0
11404,11664,130000,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11405,11665,30000,2,2,1,43,2,2,2,2,2,2,28264,28703,26622,24022,24368,20859,2000,1300,2,1608,0,900,1
11406,11666,220000,2,2,2,47,0,0,0,0,0,0,137736,130527,127116,121336,121736,119164,5100,6540,5000,5000,5000,4600,0
11407,11667,120000,2,1,1,33,0,0,0,-1,-1,0,35563,25614,19747,1201,2333,2250,1426,6400,1500,2700,0,0,1
11408,11668,100000,2,2,2,43,0,0,0,2,2,0,51146,54716,58766,58950,56889,60255,5000,5500,2300,0,5000,5000,0
11409,11669,100000,2,2,1,38,0,0,0,0,0,0,88231,91090,95935,78939,28667,29549,4326,7400,2914,1500,1500,1500,1
11410,11670,20000,2,2,1,46,1,2,0,0,0,0,13254,12749,13834,14894,15050,16251,0,1600,1600,700,1601,1620,1
11411,11671,120000,2,3,1,36,0,0,0,0,0,2,91914,94638,96290,97913,102959,104872,4260,4371,4425,7900,4000,0,0
11412,11672,360000,2,2,1,35,0,0,0,0,0,-2,127548,61629,59194,59444,-2206,-2206,2145,3721,2839,1303,0,0,0
11413,11673,90000,2,2,1,43,2,-1,2,-1,0,-1,390,780,390,780,390,780,780,0,780,0,780,0,1
11414,11674,170000,2,3,2,44,1,-1,-1,-1,-1,-2,0,4142,2260,5053,0,0,4142,2260,5053,0,0,0,1
11415,11675,140000,2,2,1,40,-1,-1,-1,-1,-1,0,815,8397,390,390,780,390,8419,390,390,780,0,390,1
11416,11676,200000,2,1,1,37,0,0,0,0,2,2,37958,40487,41590,43967,44722,46032,3023,1600,2900,1600,2000,0,0
11417,11677,300000,2,1,1,38,-1,-1,-1,-1,-1,0,2884,3558,2778,2778,5367,2589,3558,2778,2778,5367,0,3661,0
11418,11678,90000,2,2,1,32,0,0,0,0,0,0,68248,57751,45074,38489,28558,29245,2388,2000,2412,1200,1300,1200,0
11419,11679,150000,2,2,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
11420,11680,80000,2,2,2,29,0,0,0,0,0,0,24822,25824,26605,27920,28358,29000,1720,1500,1762,1200,1250,3200,0
11421,11681,10000,2,3,2,46,1,2,-1,2,0,0,4474,189,3510,3306,3551,5577,0,3510,0,300,2260,2000,1
11422,11682,60000,2,2,1,30,1,2,0,0,2,2,14135,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,1
11423,11683,240000,2,1,1,35,-1,-1,-1,-1,-1,-1,380,380,380,380,0,380,380,380,380,0,380,760,0
11424,11684,40000,2,2,2,33,0,0,0,0,0,0,34253,34954,36093,36891,37019,40734,1567,2000,2000,1318,4610,0,0
11425,11685,250000,2,2,1,33,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,1
11426,11686,50000,2,2,1,32,1,2,2,2,0,0,51132,49594,50292,48532,27308,27539,0,4800,0,1200,1200,1400,0
11427,11687,120000,2,3,1,39,2,2,2,2,4,3,49437,51505,53582,58310,57150,55961,3500,3500,6200,358,0,2100,1
11428,11688,50000,2,3,2,41,2,2,2,2,2,2,23043,24064,24981,25473,25857,26298,1700,1600,1200,1100,1000,0,1
11429,11689,60000,2,2,1,38,0,0,0,0,0,0,55120,47123,48367,48264,29144,27534,1735,1979,1443,988,974,2001,0
11430,11690,160000,2,3,2,35,0,0,0,0,0,0,92509,88281,80435,79969,77108,76579,3472,3604,2972,3000,2228,2201,0
11431,11691,50000,2,2,1,43,0,0,0,0,-2,-2,17870,9230,10000,0,0,0,1500,1000,0,0,0,0,1
11432,11692,400000,2,1,1,48,-1,2,2,-2,-1,0,1908,1442,8162,-1010,3332,331,0,8513,457,4903,313,4816,0
11433,11693,50000,2,2,3,39,0,0,0,0,0,0,49005,49407,45881,45784,50072,49112,6000,5000,5000,8000,4000,4000,0
11434,11694,100000,2,3,2,31,0,-1,-1,0,-1,-1,15856,510,2279,1796,466,466,510,2279,1730,466,466,468,0
11435,11695,100000,2,2,2,34,0,0,0,0,0,0,22173,22776,23837,24166,24216,24901,1372,1829,1554,1000,1000,586,0
11436,11696,30000,2,3,2,41,0,0,0,0,0,0,12001,12450,12040,12739,7610,7000,1485,1301,1000,152,140,780,0
11437,11697,50000,2,2,1,32,0,0,0,0,0,0,36062,36345,10529,8337,2475,0,1500,1847,1000,0,0,0,0
11438,11698,80000,2,2,1,28,2,0,0,0,0,0,52062,49884,22348,22063,8723,7254,2158,1708,1411,4,21,220,1
11439,11699,150000,2,2,2,28,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,326,0
11440,11700,10000,2,3,1,33,2,2,2,0,0,0,7708,9912,9608,9639,9985,11084,2500,0,1200,500,1400,1,0
11441,11701,200000,2,2,1,35,0,0,0,0,0,0,3773,7677,14704,8000,10285,16285,4000,7240,2000,2285,6000,1500,0
11442,11702,30000,2,2,2,42,-1,-1,2,-1,-1,-1,836,1672,836,390,390,390,1672,0,390,390,390,0,0
11443,11703,410000,2,2,1,43,0,0,0,0,0,0,6917,7548,8726,9760,9570,8935,1130,2000,2200,312,500,363,0
11444,11704,90000,2,2,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3500,1
11445,11705,30000,2,1,2,31,0,0,0,2,0,0,28803,28635,30217,28919,29302,28603,1800,3600,0,1500,1500,3300,0
11446,11706,40000,2,2,1,33,1,2,2,2,2,2,23734,24644,25749,26127,26401,25839,1600,1800,1100,1000,0,2300,1
11447,11707,90000,2,2,2,32,3,2,2,2,0,0,27565,28613,29364,28596,30120,31285,1800,1500,0,2000,1650,1000,1
11448,11708,300000,2,2,1,36,0,0,0,0,0,0,147051,138726,139649,104245,56788,57920,6700,5800,5000,2200,2200,2600,0
11449,11709,20000,2,1,2,33,0,0,3,3,2,2,11391,16180,16635,16082,15529,16525,5000,1000,0,0,1400,0,0
11450,11710,150000,2,6,1,47,0,0,0,0,0,0,89327,90666,91721,93063,92758,93876,4539,4218,4204,3296,3408,3416,0
11451,11711,120000,2,3,1,44,0,0,0,0,0,0,16735,18150,19528,19065,18617,21381,2000,2000,2000,1000,3000,2000,0
11452,11712,200000,2,2,1,37,1,2,0,0,0,0,7841,7569,9282,10155,12470,13571,0,2000,1155,2470,1265,0,0
11453,11713,20000,2,2,1,40,0,0,0,0,0,0,4314,5190,6554,6895,5844,6079,1500,2000,1032,155,1000,0,1
11454,11714,110000,2,2,1,41,2,2,2,2,2,2,23078,25883,25182,28945,28183,29869,3200,0,4200,0,2300,0,1
11455,11715,210000,2,3,1,45,0,0,0,0,0,0,124147,81641,54971,37849,42240,32981,5000,5000,4000,5000,1500,4000,0
11456,11716,80000,2,3,0,41,0,0,0,0,0,0,69964,52041,39864,38934,38816,38850,3082,2500,2200,2000,2000,2000,0
11457,11717,200000,2,3,1,42,-2,-2,-2,-2,-2,-2,1261,1261,1261,1261,1261,1256,1261,1261,1261,1261,1256,1880,0
11458,11718,180000,2,2,1,35,-1,-1,-1,-1,-2,-2,1264,176,1247,0,0,0,176,1247,0,0,0,1768,0
11459,11719,50000,2,2,1,43,0,0,2,2,0,0,17102,19805,21188,20550,21209,21713,3000,2000,0,1000,1000,1000,1
11460,11720,150000,2,3,1,40,-1,-1,-1,-1,-1,-1,5916,5876,5956,5876,5496,5116,5876,5956,5876,5496,5116,5496,0
11461,11721,190000,2,3,1,45,0,0,0,0,0,0,76433,78472,80548,81778,83082,84811,3300,3331,3359,2663,2751,3000,0
11462,11722,180000,2,2,1,37,0,0,0,0,0,0,107337,48433,46325,47354,48323,49416,2000,1771,1800,1750,1893,2000,0
11463,11723,130000,2,2,2,32,0,0,0,0,0,0,7469,8472,9143,9741,9713,9458,1138,1173,1138,477,400,600,0
11464,11724,30000,2,2,1,47,0,0,2,2,2,2,27119,29243,31037,30908,29969,29488,2894,2559,800,600,1000,0,0
11465,11725,100000,2,2,1,36,1,2,2,2,2,0,32196,31379,33862,35007,34147,35437,0,3000,2000,0,2000,3500,1
11466,11726,20000,2,2,2,37,1,2,0,0,0,2,16174,15617,16646,17648,18819,17992,0,1285,1287,1458,0,644,1
11467,11727,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,1597,2491,1709,574,556,2306,2491,1709,574,556,2306,2562,0
11468,11728,20000,2,2,1,35,2,0,0,2,2,2,5890,7282,9455,9154,10001,10046,1500,2454,0,1000,350,0,1
11469,11729,20000,2,3,2,48,0,0,0,0,0,0,17332,18600,17947,18758,19292,19201,1580,1367,1178,712,742,2000,0
